"geoid","geoname","total"
"1500000US421010153003","Block Group 3, Census Tract 153, Philadelphia County, Pennsylvania","1088"
"1500000US421010153004","Block Group 4, Census Tract 153, Philadelphia County, Pennsylvania","3060"
"1500000US421010156001","Block Group 1, Census Tract 156, Philadelphia County, Pennsylvania","1015"
"1500000US421010156002","Block Group 2, Census Tract 156, Philadelphia County, Pennsylvania","887"
"1500000US421010157001","Block Group 1, Census Tract 157, Philadelphia County, Pennsylvania","682"
"1500000US421010157002","Block Group 2, Census Tract 157, Philadelphia County, Pennsylvania","937"
"1500000US421010157003","Block Group 3, Census Tract 157, Philadelphia County, Pennsylvania","1305"
"1500000US421010158001","Block Group 1, Census Tract 158, Philadelphia County, Pennsylvania","1348"
"1500000US421010158002","Block Group 2, Census Tract 158, Philadelphia County, Pennsylvania","956"
"1500000US421010158003","Block Group 3, Census Tract 158, Philadelphia County, Pennsylvania","1185"
"1500000US421010158004","Block Group 4, Census Tract 158, Philadelphia County, Pennsylvania","720"
"1500000US421010158005","Block Group 5, Census Tract 158, Philadelphia County, Pennsylvania","1390"
"1500000US421010158006","Block Group 6, Census Tract 158, Philadelphia County, Pennsylvania","976"
"1500000US421010160011","Block Group 1, Census Tract 160.01, Philadelphia County, Pennsylvania","1759"
"1500000US421010160012","Block Group 2, Census Tract 160.01, Philadelphia County, Pennsylvania","936"
"1500000US421010160021","Block Group 1, Census Tract 160.02, Philadelphia County, Pennsylvania","623"
"1500000US421010160022","Block Group 2, Census Tract 160.02, Philadelphia County, Pennsylvania","967"
"1500000US421010160023","Block Group 3, Census Tract 160.02, Philadelphia County, Pennsylvania","725"
"1500000US421010160024","Block Group 4, Census Tract 160.02, Philadelphia County, Pennsylvania","954"
"1500000US421010160025","Block Group 5, Census Tract 160.02, Philadelphia County, Pennsylvania","967"
"1500000US421010161001","Block Group 1, Census Tract 161, Philadelphia County, Pennsylvania","2806"
"1500000US421010161002","Block Group 2, Census Tract 161, Philadelphia County, Pennsylvania","791"
"1500000US421010161003","Block Group 3, Census Tract 161, Philadelphia County, Pennsylvania","999"
"1500000US421010161004","Block Group 4, Census Tract 161, Philadelphia County, Pennsylvania","1987"
"1500000US421010162001","Block Group 1, Census Tract 162, Philadelphia County, Pennsylvania","885"
"1500000US421010162002","Block Group 2, Census Tract 162, Philadelphia County, Pennsylvania","1193"
"1500000US421010163001","Block Group 1, Census Tract 163, Philadelphia County, Pennsylvania","828"
"1500000US421010163002","Block Group 2, Census Tract 163, Philadelphia County, Pennsylvania","990"
"1500000US421010163003","Block Group 3, Census Tract 163, Philadelphia County, Pennsylvania","1425"
"1500000US421010164001","Block Group 1, Census Tract 164, Philadelphia County, Pennsylvania","1198"
"1500000US421010164002","Block Group 2, Census Tract 164, Philadelphia County, Pennsylvania","585"
"1500000US421010164003","Block Group 3, Census Tract 164, Philadelphia County, Pennsylvania","1435"
"1500000US421010164004","Block Group 4, Census Tract 164, Philadelphia County, Pennsylvania","963"
"1500000US421010165001","Block Group 1, Census Tract 165, Philadelphia County, Pennsylvania","1365"
"1500000US421010165002","Block Group 2, Census Tract 165, Philadelphia County, Pennsylvania","1112"
"1500000US421010166001","Block Group 1, Census Tract 166, Philadelphia County, Pennsylvania","1187"
"1500000US421010166002","Block Group 2, Census Tract 166, Philadelphia County, Pennsylvania","651"
"1500000US421010167011","Block Group 1, Census Tract 167.01, Philadelphia County, Pennsylvania","902"
"1500000US421010167012","Block Group 2, Census Tract 167.01, Philadelphia County, Pennsylvania","649"
"1500000US421010167013","Block Group 3, Census Tract 167.01, Philadelphia County, Pennsylvania","1282"
"1500000US421010167021","Block Group 1, Census Tract 167.02, Philadelphia County, Pennsylvania","600"
"1500000US421010167022","Block Group 2, Census Tract 167.02, Philadelphia County, Pennsylvania","715"
"1500000US421010167023","Block Group 3, Census Tract 167.02, Philadelphia County, Pennsylvania","862"
"1500000US421010167024","Block Group 4, Census Tract 167.02, Philadelphia County, Pennsylvania","731"
"1500000US421010168001","Block Group 1, Census Tract 168, Philadelphia County, Pennsylvania","1522"
"1500000US421010168002","Block Group 2, Census Tract 168, Philadelphia County, Pennsylvania","1332"
"1500000US421010168003","Block Group 3, Census Tract 168, Philadelphia County, Pennsylvania","711"
"1500000US421010169011","Block Group 1, Census Tract 169.01, Philadelphia County, Pennsylvania","1051"
"1500000US421010169012","Block Group 2, Census Tract 169.01, Philadelphia County, Pennsylvania","819"
"1500000US421010169013","Block Group 3, Census Tract 169.01, Philadelphia County, Pennsylvania","1255"
"1500000US421010169021","Block Group 1, Census Tract 169.02, Philadelphia County, Pennsylvania","1269"
"1500000US421010169022","Block Group 2, Census Tract 169.02, Philadelphia County, Pennsylvania","814"
"1500000US421010169023","Block Group 3, Census Tract 169.02, Philadelphia County, Pennsylvania","1617"
"1500000US421010169024","Block Group 4, Census Tract 169.02, Philadelphia County, Pennsylvania","1330"
"1500000US421010170001","Block Group 1, Census Tract 170, Philadelphia County, Pennsylvania","1384"
"1500000US421010170002","Block Group 2, Census Tract 170, Philadelphia County, Pennsylvania","491"
"1500000US421010170003","Block Group 3, Census Tract 170, Philadelphia County, Pennsylvania","1251"
"1500000US421010171001","Block Group 1, Census Tract 171, Philadelphia County, Pennsylvania","686"
"1500000US421010171002","Block Group 2, Census Tract 171, Philadelphia County, Pennsylvania","821"
"1500000US421010171003","Block Group 3, Census Tract 171, Philadelphia County, Pennsylvania","1469"
"1500000US421010171004","Block Group 4, Census Tract 171, Philadelphia County, Pennsylvania","746"
"1500000US421010172011","Block Group 1, Census Tract 172.01, Philadelphia County, Pennsylvania","902"
"1500000US421010172012","Block Group 2, Census Tract 172.01, Philadelphia County, Pennsylvania","989"
"1500000US421010172013","Block Group 3, Census Tract 172.01, Philadelphia County, Pennsylvania","1012"
"1500000US421010172021","Block Group 1, Census Tract 172.02, Philadelphia County, Pennsylvania","1070"
"1500000US421010172022","Block Group 2, Census Tract 172.02, Philadelphia County, Pennsylvania","961"
"1500000US421010172023","Block Group 3, Census Tract 172.02, Philadelphia County, Pennsylvania","725"
"1500000US421010172024","Block Group 4, Census Tract 172.02, Philadelphia County, Pennsylvania","973"
"1500000US421010173001","Block Group 1, Census Tract 173, Philadelphia County, Pennsylvania","1086"
"1500000US421010173002","Block Group 2, Census Tract 173, Philadelphia County, Pennsylvania","548"
"1500000US421010173003","Block Group 3, Census Tract 173, Philadelphia County, Pennsylvania","1238"
"1500000US421010174001","Block Group 1, Census Tract 174, Philadelphia County, Pennsylvania","1227"
"1500000US421010174002","Block Group 2, Census Tract 174, Philadelphia County, Pennsylvania","1080"
"1500000US421010175001","Block Group 1, Census Tract 175, Philadelphia County, Pennsylvania","1645"
"1500000US421010175002","Block Group 2, Census Tract 175, Philadelphia County, Pennsylvania","930"
"1500000US421010175003","Block Group 3, Census Tract 175, Philadelphia County, Pennsylvania","835"
"1500000US421010175004","Block Group 4, Census Tract 175, Philadelphia County, Pennsylvania","818"
"1500000US421010175005","Block Group 5, Census Tract 175, Philadelphia County, Pennsylvania","1314"
"1500000US421010175006","Block Group 6, Census Tract 175, Philadelphia County, Pennsylvania","1169"
"1500000US421010176011","Block Group 1, Census Tract 176.01, Philadelphia County, Pennsylvania","2103"
"1500000US421010176012","Block Group 2, Census Tract 176.01, Philadelphia County, Pennsylvania","1593"
"1500000US421010176013","Block Group 3, Census Tract 176.01, Philadelphia County, Pennsylvania","1331"
"1500000US421010176021","Block Group 1, Census Tract 176.02, Philadelphia County, Pennsylvania","1527"
"1500000US421010176022","Block Group 2, Census Tract 176.02, Philadelphia County, Pennsylvania","739"
"1500000US421010176023","Block Group 3, Census Tract 176.02, Philadelphia County, Pennsylvania","1307"
"1500000US421010177011","Block Group 1, Census Tract 177.01, Philadelphia County, Pennsylvania","1228"
"1500000US421010177012","Block Group 2, Census Tract 177.01, Philadelphia County, Pennsylvania","1112"
"1500000US421010177013","Block Group 3, Census Tract 177.01, Philadelphia County, Pennsylvania","1212"
"1500000US421010177021","Block Group 1, Census Tract 177.02, Philadelphia County, Pennsylvania","786"
"1500000US421010177022","Block Group 2, Census Tract 177.02, Philadelphia County, Pennsylvania","1108"
"1500000US421010177023","Block Group 3, Census Tract 177.02, Philadelphia County, Pennsylvania","855"
"1500000US421010177024","Block Group 4, Census Tract 177.02, Philadelphia County, Pennsylvania","985"
"1500000US421010177025","Block Group 5, Census Tract 177.02, Philadelphia County, Pennsylvania","848"
"1500000US421010178001","Block Group 1, Census Tract 178, Philadelphia County, Pennsylvania","1281"
"1500000US421010178002","Block Group 2, Census Tract 178, Philadelphia County, Pennsylvania","1470"
"1500000US421010178003","Block Group 3, Census Tract 178, Philadelphia County, Pennsylvania","1827"
"1500000US421010178004","Block Group 4, Census Tract 178, Philadelphia County, Pennsylvania","1668"
"1500000US421010179001","Block Group 1, Census Tract 179, Philadelphia County, Pennsylvania","822"
"1500000US421010179002","Block Group 2, Census Tract 179, Philadelphia County, Pennsylvania","1689"
"1500000US421010179003","Block Group 3, Census Tract 179, Philadelphia County, Pennsylvania","835"
"1500000US421010179004","Block Group 4, Census Tract 179, Philadelphia County, Pennsylvania","1665"
"1500000US421010179005","Block Group 5, Census Tract 179, Philadelphia County, Pennsylvania","1141"
"1500000US421010180011","Block Group 1, Census Tract 180.01, Philadelphia County, Pennsylvania","759"
"1500000US421010180012","Block Group 2, Census Tract 180.01, Philadelphia County, Pennsylvania","834"
"1500000US421010180013","Block Group 3, Census Tract 180.01, Philadelphia County, Pennsylvania","892"
"1500000US421010180021","Block Group 1, Census Tract 180.02, Philadelphia County, Pennsylvania","1455"
"1500000US421010180022","Block Group 2, Census Tract 180.02, Philadelphia County, Pennsylvania","1171"
"1500000US421010180023","Block Group 3, Census Tract 180.02, Philadelphia County, Pennsylvania","1955"
"1500000US421010180024","Block Group 4, Census Tract 180.02, Philadelphia County, Pennsylvania","858"
"1500000US421010183001","Block Group 1, Census Tract 183, Philadelphia County, Pennsylvania","669"
"1500000US421010183002","Block Group 2, Census Tract 183, Philadelphia County, Pennsylvania","1328"
"1500000US421010183003","Block Group 3, Census Tract 183, Philadelphia County, Pennsylvania","1532"
"1500000US421010183004","Block Group 4, Census Tract 183, Philadelphia County, Pennsylvania","797"
"1500000US421010184001","Block Group 1, Census Tract 184, Philadelphia County, Pennsylvania","663"
"1500000US421010184002","Block Group 2, Census Tract 184, Philadelphia County, Pennsylvania","1615"
"1500000US421010188011","Block Group 1, Census Tract 188.01, Philadelphia County, Pennsylvania","1000"
"1500000US421010188012","Block Group 2, Census Tract 188.01, Philadelphia County, Pennsylvania","898"
"1500000US421010188013","Block Group 3, Census Tract 188.01, Philadelphia County, Pennsylvania","855"
"1500000US421010188014","Block Group 4, Census Tract 188.01, Philadelphia County, Pennsylvania","1692"
"1500000US421010188021","Block Group 1, Census Tract 188.02, Philadelphia County, Pennsylvania","1413"
"1500000US421010188022","Block Group 2, Census Tract 188.02, Philadelphia County, Pennsylvania","969"
"1500000US421010188023","Block Group 3, Census Tract 188.02, Philadelphia County, Pennsylvania","1188"
"1500000US421010190001","Block Group 1, Census Tract 190, Philadelphia County, Pennsylvania","1741"
"1500000US421010190002","Block Group 2, Census Tract 190, Philadelphia County, Pennsylvania","1440"
"1500000US421010190003","Block Group 3, Census Tract 190, Philadelphia County, Pennsylvania","1604"
"1500000US421010190004","Block Group 4, Census Tract 190, Philadelphia County, Pennsylvania","1283"
"1500000US421010190005","Block Group 5, Census Tract 190, Philadelphia County, Pennsylvania","1738"
"1500000US421010191001","Block Group 1, Census Tract 191, Philadelphia County, Pennsylvania","1608"
"1500000US421010191002","Block Group 2, Census Tract 191, Philadelphia County, Pennsylvania","853"
"1500000US421010191003","Block Group 3, Census Tract 191, Philadelphia County, Pennsylvania","1808"
"1500000US421010191004","Block Group 4, Census Tract 191, Philadelphia County, Pennsylvania","1761"
"1500000US421010191005","Block Group 5, Census Tract 191, Philadelphia County, Pennsylvania","2207"
"1500000US421010192001","Block Group 1, Census Tract 192, Philadelphia County, Pennsylvania","1471"
"1500000US421010192002","Block Group 2, Census Tract 192, Philadelphia County, Pennsylvania","1261"
"1500000US421010192003","Block Group 3, Census Tract 192, Philadelphia County, Pennsylvania","1406"
